,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,return,primary_name,primary_title,genres,movie_id,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
2657,2013-08-16,Kick-Ass 2,28000000,28795985,2013,8,Kick-Ass 22013,Kick-Ass 2,Uni.,1.0284280357142856,Brad Pitt,Kick-Ass 2,"Action,Comedy,Crime",tt1650554,2,2.862068965517241,15500000.0,30000000.0,1.4647694343326356
2661,2014-09-19,A Walk Among the Tombstones,28000000,26017685,2014,9,A Walk Among the Tombstones2014,A Walk Among the Tombstones,Uni.,0.9292030357142858,Michael Shamberg,A Walk Among the Tombstones,"Action,Crime,Drama",tt0365907,2,2.862068965517241,15500000.0,30000000.0,1.4647694343326356
2665,2010-01-15,The Spy Next Door,28000000,24307106,2010,1,The Spy Next Door2010,The Spy Next Door,LGF,0.8681109285714286,Robert Simonds,The Spy Next Door,"Action,Comedy,Family",tt1273678,2,2.862068965517241,15500000.0,30000000.0,1.4647694343326356
2666,2014-04-25,Brick Mansions,28000000,20396829,2014,4,Brick Mansions2014,Brick Mansions,Rela.,0.7284581785714286,Jonathan Vanger,Brick Mansions,"Action,Crime",tt1430612,2,2.862068965517241,15500000.0,30000000.0,1.4647694343326356
2670,2015-08-21,American Ultra,28000000,14439985,2015,8,American Ultra2015,American Ultra,LGF,0.51571375,Britton Rizzio,American Ultra,"Action,Comedy,Sci-Fi",tt3316948,2,2.862068965517241,15500000.0,30000000.0,1.4647694343326356
2675,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,2016,2,Pride and Prejudice and Zombies2016,Pride and Prejudice and Zombies,SGem,0.38954610714285715,Brian Oliver,Pride and Prejudice and Zombies,"Action,Comedy,Horror",tt1374989,2,2.862068965517241,15500000.0,30000000.0,1.4647694343326356
2681,2015-10-30,Our Brand is Crisis,28000000,7002261,2015,10,Our Brand is Crisis2015,,,0.25008075,,,,,2,2.862068965517241,15500000.0,30000000.0,1.4647694343326356
2688,2012-01-13,Joyful Noise,27500000,30932113,2012,1,Joyful Noise2012,Joyful Noise,WB,1.124804109090909,Catherine Paura,Joyful Noise,"Comedy,Drama,Music",tt1710396,2,2.8275862068965516,15500000.0,30000000.0,1.4647694343326356
2696,2011-10-28,Anonymous,27500000,4463292,2011,10,Anonymous2011,Anonymous,Sony,0.1623015272727273,Larry Franco,Anonymous,"Drama,Thriller",tt1521197,2,2.8275862068965516,15500000.0,30000000.0,1.4647694343326356
2698,2011-03-18,Limitless,27000000,79249455,2011,3,Limitless2011,Limitless,Rela.,2.935165,Ryan Kavanaugh,Limitless,"Mystery,Sci-Fi,Thriller",tt1219289,2,2.793103448275862,15500000.0,30000000.0,1.4647694343326356
2706,2016-05-13,Money Monster,27000000,41012075,2016,5,Money Monster2016,Money Monster,TriS,1.5189657407407406,Daniel Dubiecki,Money Monster,"Crime,Drama,Thriller",tt2241351,2,2.793103448275862,15500000.0,30000000.0,1.4647694343326356
2709,2011-08-19,Spy Kids: All the Time in the World,27000000,38536376,2011,8,Spy Kids: All the Time in the World2011,Spy Kids: All the Time in the World,W/Dim.,1.4272731851851852,,,,,2,2.793103448275862,15500000.0,30000000.0,1.4647694343326356
2716,2010-10-01,Case 39,27000000,13261851,2010,10,Case 392010,Case 39,ParV,0.4911796666666667,,,,,2,2.793103448275862,15500000.0,30000000.0,1.4647694343326356
2727,2016-11-23,Rules Don't Apply,26700000,3652206,2016,11,Rules Donât Apply2016,,,0.13678674157303372,,,,,2,2.772413793103448,15500000.0,30000000.0,1.4647694343326356
2739,2011-12-09,New Year's Eve,26000000,54544638,2011,12,New Yearâs Eve2011,,,2.0978706923076924,,,,,2,2.7241379310344827,15500000.0,30000000.0,1.4647694343326356
2741,2013-04-26,Pain & Gain,26000000,49875291,2013,4,Pain & Gain2013,,,1.918280423076923,Donald De Line,Pain & Gain,"Action,Comedy,Crime",tt1980209,2,2.7241379310344827,15500000.0,30000000.0,1.4647694343326356
2746,2010-01-22,Legion,26000000,40168080,2010,1,Legion2010,,,1.5449261538461538,David Lancaster,Legion,"Action,Fantasy,Horror",tt1038686,2,2.7241379310344827,15500000.0,30000000.0,1.4647694343326356
2748,2012-08-29,Lawless,26000000,37397291,2012,8,Lawless2012,Lawless,Wein.,1.4383573461538461,Lucy Fisher,Lawless,"Crime,Drama",tt1212450,2,2.7241379310344827,15500000.0,30000000.0,1.4647694343326356
2754,2014-10-17,The Best of Me,26000000,26766213,2014,10,The Best of Me2014,The Best of Me,Rela.,1.0294697307692309,Denise Di Novi,The Best of Me,"Drama,Romance",tt1972779,2,2.7241379310344827,15500000.0,30000000.0,1.4647694343326356
2758,2012-04-27,The Raven,26000000,16008272,2012,4,The Raven2012,The Raven,Rela.,0.6157027692307693,Aaron Ryder,The Raven,"Crime,Mystery,Thriller",tt1486192,2,2.7241379310344827,15500000.0,30000000.0,1.4647694343326356
2763,2015-07-10,Self/Less,26000000,12279691,2015,7,Self/Less2015,Self/Less,Focus,0.47229580769230767,,,,,2,2.7241379310344827,15500000.0,30000000.0,1.4647694343326356
2765,2013-10-18,The Fifth Estate,26000000,3254172,2013,10,The Fifth Estate2013,The Fifth Estate,BV,0.12516046153846153,Steve Golin,The Fifth Estate,"Biography,Drama,Thriller",tt1837703,2,2.7241379310344827,15500000.0,30000000.0,1.4647694343326356
2767,2014-03-21,Blood Ties,26000000,42472,2014,3,Blood Ties2014,,,0.0016335384615384614,,,,,2,2.7241379310344827,15500000.0,30000000.0,1.4647694343326356
2775,2011-08-10,The Help,25000000,169705587,2011,8,The Help2011,The Help,BV,6.78822348,Michael Barnathan,The Help,Drama,tt1454029,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2778,2016-12-25,Hidden Figures,25000000,169607287,2016,12,Hidden Figures2016,Hidden Figures,Fox,6.78429148,Jenno Topping,Hidden Figures,"Biography,Drama,History",tt4846340,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2783,2014-01-17,Ride Along,25000000,134202565,2014,1,Ride Along2014,Ride Along,Uni.,5.3681026,Matt Alvarez,Ride Along,"Action,Comedy,Crime",tt1408253,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2793,2010-02-05,Dear John,25000000,80014842,2010,2,Dear John2010,Dear John,SGem,3.20059368,Ryan Kavanaugh,Dear John,"Drama,Romance,War",tt0989757,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2797,2012-12-25,Parental Guidance,25000000,77267296,2012,12,Parental Guidance2012,Parental Guidance,Fox,3.09069184,Peter Chernin,Parental Guidance,"Comedy,Family",tt1047540,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2803,2011-01-21,No Strings Attached,25000000,70662220,2011,1,No Strings Attached2011,No Strings Attached,Par.,2.8264888,Jeffrey Clifford,No Strings Attached,"Comedy,Romance",tt1411238,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2805,2012-01-13,Contraband,25000000,66528000,2012,1,Contraband2012,Contraband,Uni.,2.66112,Eric Fellner,Contraband,"Action,Crime,Drama",tt1524137,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2807,2017-01-27,A Dog's Purpose,25000000,64321890,2017,1,A Dogâs Purpose2017,,,2.5728756,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2808,2012-04-20,The Lucky One,25000000,60457138,2012,4,The Lucky One2012,The Lucky One,WB,2.41828552,Denise Di Novi,The Lucky One,"Drama,Romance",tt1327194,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2814,2011-04-22,Madea's Big Happy Family,25000000,53345287,2011,4,Madea's Big Happy Family2011,,,2.13381148,Roger M. Bobb,Madea's Big Happy Family,"Comedy,Drama",tt1787759,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2816,2013-12-13,Tyler Perry's A Madea Christmas,25000000,52543354,2013,12,Tyler Perry's A Madea Christmas2013,Tyler Perry's A Madea Christmas,LGF,2.10173416,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2818,2012-01-27,The Grey,25000000,51580136,2012,1,The Grey2012,The Grey,ORF,2.06320544,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2825,2014-08-15,The Giver,25000000,45090374,2014,8,The Giver2014,The Giver,Wein.,1.80361496,Nikki Silver,The Giver,"Drama,Romance,Sci-Fi",tt0435651,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2830,2015-11-20,The Night Before,25000000,43035725,2015,11,The Night Before2015,The Night Before,Sony,1.721429,James Weaver,The Night Before,"Adventure,Comedy,Fantasy",tt3530002,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2839,2013-12-25,August: Osage County,25000000,37738810,2013,12,August: Osage County2013,August: Osage County,Wein.,1.5095524,Steve Traxler,August: Osage County,"Comedy,Drama",tt1322269,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2844,2014-05-16,Million Dollar Arm,25000000,36447959,2014,5,Million Dollar Arm2014,Million Dollar Arm,BV,1.45791836,Mark Ciardi,Million Dollar Arm,"Biography,Drama,Sport",tt1647668,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2850,2018-09-07,Peppermint,25000000,35418723,2018,9,Peppermint2018,Peppermint,STX,1.41674892,Richard S. Wright,Peppermint,"Action,Crime,Drama",tt6850820,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2857,2014-12-10,The Gambler,25000000,33680992,2014,12,The Gambler2014,The Gambler,Par.,1.34723968,David Winkler,The Gambler,"Crime,Drama,Thriller",tt2039393,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2861,2016-04-29,Mother's Day,25000000,32492859,2016,4,Motherâs Day2016,,,1.29971436,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2863,2017-02-17,Fist Fight,25000000,32187017,2017,2,Fist Fight2017,Fist Fight,WB (NL),1.28748068,Shawn Levy,Fist Fight,Comedy,tt3401882,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2867,2011-12-09,The Sitter,25000000,30542576,2011,12,The Sitter2011,The Sitter,Fox,1.22170304,Michael De Luca,The Sitter,Comedy,tt1366344,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2871,2014-04-11,Draft Day,25000000,28842237,2014,4,Draft Day2014,Draft Day,LG/S,1.15368948,Gigi Pritzker,Draft Day,"Drama,Sport",tt2223990,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2875,2017-02-03,Rings,25000000,27793018,2017,2,Rings2017,Rings,Par.,1.11172072,Laurie MacDonald,Rings,"Drama,Horror,Mystery",tt0498381,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2880,2011-08-26,Don't Be Afraid of the Dark,25000000,24046682,2011,8,Don't Be Afraid of the Dark2011,Don't Be Afraid of the Dark,FD,0.96186728,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2881,2010-04-23,The Losers,25000000,23591432,2010,4,The Losers2010,The Losers,WB,0.94365728,Kerry Foster,The Losers,"Action,Adventure,Crime",tt0480255,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2887,2011-02-11,The Eagle,25000000,19490041,2011,2,The Eagle2011,The Eagle,Focus,0.77960164,Duncan Kenworthy,The Eagle,"Action,Adventure,Drama",tt1034389,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2888,2015-08-05,Shaun the Sheep,25000000,19375982,2015,8,Shaun the Sheep2015,,,0.77503928,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2889,2011-09-02,Shark Night 3D,25000000,18877153,2011,9,Shark Night 3D2011,Shark Night 3D,Rela.,0.75508612,Lynette Howell Taylor,Shark Night 3D,"Horror,Thriller",tt1633356,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2892,2017-03-24,CHiPS,25000000,18600152,2017,3,CHiPS2017,,,0.74400608,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2895,2017-12-22,Father Figures,25000000,17501244,2017,12,Father Figures2017,Father Figures,WB,0.70004976,Ivan Reitman,Father Figures,"Adventure,Comedy,Drama",tt1966359,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2900,2013-10-25,The Counselor,25000000,16973715,2013,10,The Counselor2013,The Counselor,Fox,0.6789486,Paula Mae Schwartz,The Counselor,"Crime,Drama,Thriller",tt2193215,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2904,2018-12-07,Mary Queen of Scots,25000000,16468499,2018,12,Mary Queen of Scots2018,Mary Queen of Scots,Focus,0.65873996,Debra Hayward,Mary Queen of Scots,"Biography,Drama,History",tt2328900,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2914,2010-10-08,My Soul to Take,25000000,14744435,2010,10,My Soul to Take2010,My Soul to Take,Uni.,0.5897774,Anthony Katagas,My Soul to Take,"Horror,Mystery,Thriller",tt0872230,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2921,2011-09-09,Warrior,25000000,13657115,2011,9,Warrior2011,Warrior,LGF,0.5462846,Greg O'Connor,Warrior,"Drama,Sport",tt1291584,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2923,2017-09-22,Battle of the Sexes,25000000,12638526,2017,9,Battle of the Sexes2017,Battle of the Sexes,FoxS,0.50554104,Robert Graf,Battle of the Sexes,"Biography,Comedy,Drama",tt4622512,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2926,2012-12-21,Cirque du Soleil: Worlds Away,25000000,12512862,2012,12,Cirque du Soleil: Worlds Away2012,,,0.50051448,Martin Bolduc,Cirque du Soleil: Worlds Away,Fantasy,tt1792647,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2928,2015-11-13,The 33,25000000,12227722,2015,11,The 332015,The 33,WB,0.48910888,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2930,2011-04-15,The Conspirator,25000000,11538204,2011,4,The Conspirator2011,The Conspirator,RAtt.,0.46152816,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2938,2011-09-16,Straw Dogs,25000000,10324441,2011,9,Straw Dogs2011,,,0.41297764,Marc Frydman,Straw Dogs,"Action,Drama,Thriller",tt0999913,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2946,2018-10-12,Beautiful Boy,25000000,7634767,2018,10,Beautiful Boy2018,,,0.30539068,Jeremy Kleiner,Beautiful Boy,"Biography,Drama",tt1226837,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2958,2018-04-13,Sgt. Stubby: An American Hero,25000000,3054285,2018,4,Sgt. Stubby: An American Hero2018,,,0.1221714,Emily Cantrill,Sgt. Stubby: An American Hero,"Adventure,Animation,Family",tt5314190,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2960,2011-12-16,Carnage,25000000,2546747,2011,12,Carnage2011,,,0.10186988,Saïd Ben Saïd,Carnage,"Comedy,Drama",tt1692486,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2961,2017-09-01,Tulip Fever,25000000,2455635,2017,9,Tulip Fever2017,Tulip Fever,Wein.,0.0982254,Alison Owen,Tulip Fever,"Drama,History,Romance",tt0491203,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2964,2015-11-20,Legend,25000000,1872994,2015,11,Legend2015,Legend,Uni.,0.07491976,Eric Fellner,Legend,"Biography,Crime,Drama",tt3569230,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2969,2016-01-29,Jane Got a Gun,25000000,1513793,2016,1,Jane Got a Gun2016,Jane Got a Gun,Wein.,0.06055172,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2974,2013-03-22,On the Road,25000000,720828,2013,3,On the Road2013,,,0.02883312,Rolf A.O. Schneider,On the Road,Documentary,tt3872966,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2975,2012-08-24,Les petits mouchoirs,25000000,205505,2012,8,Les petits mouchoirs2012,,,0.0082202,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2976,2010-06-30,Love Ranch,25000000,137885,2010,6,Love Ranch2010,,,0.0055154,Lou DiBella,Love Ranch,"Biography,Comedy,Drama",tt1125929,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2978,2015-04-24,Yi ge ren de wu lin,25000000,129115,2015,4,Yi ge ren de wu lin2015,,,0.0051646,,,,,2,2.655172413793103,15500000.0,30000000.0,1.4647694343326356
2979,2012-11-09,Dangerous Liaisons,24200000,17000,2012,11,Dangerous Liaisons2012,,,0.0007024793388429752,Wei Ming Chen,Dangerous Liaisons,"Drama,Mystery,Romance",tt2071441,2,2.6,15500000.0,30000000.0,1.4647694343326356
2984,2014-06-20,Think Like a Man Too,24000000,65028687,2014,6,Think Like a Man Too2014,Think Like a Man Too,SGem,2.709528625,Will Packer,Think Like a Man Too,"Comedy,Romance",tt2239832,2,2.586206896551724,15500000.0,30000000.0,1.4647694343326356
2985,2016-12-16,Fences,24000000,57682904,2016,12,Fences2016,Fences,Par.,2.4034543333333334,Todd Black,Fences,Drama,tt2671706,2,2.586206896551724,15500000.0,30000000.0,1.4647694343326356
2988,2011-10-14,Footloose,24000000,51802742,2011,10,Footloose2011,,,2.1584475833333334,Craig Zadan,Footloose,"Comedy,Drama,Music",tt1068242,2,2.586206896551724,15500000.0,30000000.0,1.4647694343326356
2992,2017-04-07,Going in Style,24000000,45018541,2017,4,Going in Style2017,,,1.8757725416666666,Donald De Line,Going in Style,"Comedy,Crime",tt2568862,2,2.586206896551724,15500000.0,30000000.0,1.4647694343326356
3004,2010-08-20,Piranha 3D,24000000,25003155,2010,8,Piranha 3D2010,Piranha 3D,W/Dim.,1.041798125,Marc Toberoff,Piranha 3D,"Comedy,Horror",tt0464154,2,2.586206896551724,15500000.0,30000000.0,1.4647694343326356
3007,2010-11-24,Faster,24000000,23240020,2010,11,Faster2010,Faster,CBS,0.9683341666666667,Robert Teitel,Faster,"Action,Crime,Drama",tt1433108,2,2.586206896551724,15500000.0,30000000.0,1.4647694343326356
3014,2011-09-16,I Don't Know How She Does It,24000000,9659074,2011,9,I Don't Know How She Does It2011,I Don't Know How She Does It,Wein.,0.4024614166666667,Donna Gigliotti,I Don't Know How She Does It,"Comedy,Romance",tt1742650,2,2.586206896551724,15500000.0,30000000.0,1.4647694343326356
3016,2013-12-20,Dhoom 3,24000000,8031955,2013,12,Dhoom 32013,Dhoom 3,Yash,0.3346647916666667,,,,,2,2.586206896551724,15500000.0,30000000.0,1.4647694343326356
3026,2018-11-16,Green Book,23000000,85080171,2018,11,Green Book2018,Green Book,Uni.,3.6991378695652175,Jim Burke,Green Book,"Biography,Comedy,Drama",tt6966692,2,2.5172413793103448,15500000.0,30000000.0,1.4647694343326356
3029,2015-01-16,The Wedding Ringer,23000000,64460211,2015,1,The Wedding Ringer2015,The Wedding Ringer,SGem,2.8026178695652173,Adam Fields,The Wedding Ringer,Comedy,tt0884732,2,2.5172413793103448,15500000.0,30000000.0,1.4647694343326356
3033,2011-10-07,The Ides of March,23000000,40962534,2011,10,The Ides of March2011,The Ides of March,Sony,1.7809797391304347,Brian Oliver,The Ides of March,"Drama,Thriller",tt1124035,2,2.5172413793103448,15500000.0,30000000.0,1.4647694343326356
3035,2018-10-05,The Hate U Give,23000000,29719483,2018,10,The Hate U Give2018,The Hate U Give,Fox,1.2921514347826086,Robert Teitel,The Hate U Give,"Crime,Drama",tt5580266,2,2.5172413793103448,15500000.0,30000000.0,1.4647694343326356
3039,2014-01-10,Her,23000000,25568251,2014,1,Her2014,,,1.1116630869565218,,,,,2,2.5172413793103448,15500000.0,30000000.0,1.4647694343326356
3041,2012-02-17,Kari gurashi no Arietti,23000000,19192510,2012,2,Kari gurashi no Arietti2012,,,0.8344569565217391,,,,,2,2.5172413793103448,15500000.0,30000000.0,1.4647694343326356
3042,2012-01-20,Haywire,23000000,18942396,2012,1,Haywire2012,Haywire,Rela.,0.8235824347826087,,,,,2,2.5172413793103448,15500000.0,30000000.0,1.4647694343326356
3045,2016-02-26,Eddie the Eagle,23000000,15789389,2016,2,Eddie the Eagle2016,Eddie the Eagle,Fox,0.6864951739130435,,,,,2,2.5172413793103448,15500000.0,30000000.0,1.4647694343326356
3056,2013-06-28,Redemption,23000000,36686,2013,6,Redemption2013,,,0.0015950434782608695,Guy Heeley,Redemption,"Action,Crime,Drama",tt1893256,2,2.5172413793103448,15500000.0,30000000.0,1.4647694343326356
3063,2016-11-18,Nocturnal Animals,22500000,10663357,2016,11,Nocturnal Animals2016,Nocturnal Animals,Focus,0.47392697777777776,Robert Salerno,Nocturnal Animals,"Drama,Thriller",tt4550098,2,2.4827586206896552,15500000.0,30000000.0,1.4647694343326356
3064,2015-04-24,The Water Diviner,22500000,4200117,2015,4,The Water Diviner2015,The Water Diviner,WB,0.18667186666666666,,,,,2,2.4827586206896552,15500000.0,30000000.0,1.4647694343326356
3071,2014-02-28,Son of God,22000000,59700064,2014,2,Son of God2014,Son of God,Fox,2.713639272727273,Roma Downey,Son of God,"Biography,Drama,History",tt3210686,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3074,2014-08-08,The Hundred-Foot Journey,22000000,54235441,2014,8,The Hundred-Foot Journey2014,The Hundred-Foot Journey,BV,2.465247318181818,Oprah Winfrey,The Hundred-Foot Journey,"Comedy,Drama",tt2980648,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3080,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000,49008662,2012,8,Diary of a Wimpy Kid: Dog Days2012,Diary of a Wimpy Kid: Dog Days,Fox,2.2276664545454548,Brad Simpson,Diary of a Wimpy Kid: Dog Days,"Comedy,Family",tt2023453,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3085,2013-11-22,Delivery Man,22000000,30659817,2013,11,Delivery Man2013,Delivery Man,BV,1.3936280454545455,André Rouleau,Delivery Man,"Comedy,Drama",tt2387559,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3086,2016-02-05,"Hail, Caesar!",22000000,30080225,2016,2,"Hail, Caesar!2016","Hail, Caesar!",Uni.,1.3672829545454546,Tim Bevan,"Hail, Caesar!","Comedy,Drama,Music",tt0475290,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3092,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,2017,5,Diary of a Wimpy Kid: The Long Haul2017,Diary of a Wimpy Kid: The Long Haul,Fox,0.9426692727272727,Nina Jacobson,Diary of a Wimpy Kid: The Long Haul,"Comedy,Family",tt6003368,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3095,2013-11-27,Homefront,22000000,20158492,2013,11,Homefront2013,Homefront,ORF,0.9162950909090909,Kevin King Templeton,Homefront,"Action,Thriller",tt2312718,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3101,2015-09-04,The Transporter Refueled,22000000,16029670,2015,9,The Transporter Refueled2015,The Transporter Refueled,EC,0.7286213636363637,Mark Gao,The Transporter Refueled,"Action,Adventure,Crime",tt2938956,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3104,2012-08-22,Hit & Run,22000000,13749300,2012,8,Hit & Run2012,,,0.6249681818181818,,,,,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3107,2017-11-17,"Roman J. Israel, Esq.",22000000,11962712,2017,11,"Roman J. Israel, Esq.2017","Roman J. Israel, Esq.",Sony,0.5437596363636363,Todd Black,"Roman J. Israel, Esq.","Crime,Drama,Thriller",tt6000478,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3109,2013-12-04,Out of the Furnace,22000000,11330849,2013,12,Out of the Furnace2013,Out of the Furnace,Rela.,0.5150385909090909,Ryan Kavanaugh,Out of the Furnace,"Crime,Drama,Thriller",tt1206543,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3115,2017-12-08,Just Getting Started,22000000,6069605,2017,12,Just Getting Started2017,Just Getting Started,BG,0.2758911363636364,Bill Gerber,Just Getting Started,"Action,Comedy",tt5721088,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3121,2014-10-31,Before I Go to Sleep,22000000,3242457,2014,10,Before I Go to Sleep2014,,,0.14738440909090908,Matthew O'Toole,Before I Go to Sleep,"Drama,Horror,Mystery",tt1726592,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3125,2010-10-08,Stone,22000000,1810078,2010,10,Stone2010,Stone,Over.,0.08227627272727273,David Mimran,Stone,"Drama,Thriller",tt1423995,2,2.4482758620689653,15500000.0,30000000.0,1.4647694343326356
3134,2012-06-22,To Rome with Love,21500000,16684352,2012,6,To Rome with Love2012,To Rome with Love,SPC,0.7760163720930232,Faruk Alatan,To Rome with Love,"Comedy,Music,Romance",tt1859650,2,2.413793103448276,15500000.0,30000000.0,1.4647694343326356
3138,2012-11-16,Silver Linings Playbook,21000000,132092958,2012,11,Silver Linings Playbook2012,Silver Linings Playbook,Wein.,6.290140857142857,Bruce Cohen,Silver Linings Playbook,"Comedy,Drama,Romance",tt1045658,2,2.3793103448275863,15500000.0,30000000.0,1.4647694343326356
3141,2018-04-06,Blockers,21000000,60311495,2018,4,Blockers2018,Blockers,Uni.,2.8719759523809523,Jon Hurwitz,Blockers,Comedy,tt2531344,2,2.3793103448275863,15500000.0,30000000.0,1.4647694343326356
3147,2010-04-16,Death at a Funeral,21000000,42739347,2010,4,Death at a Funeral2010,,,2.035207,Share Stallings,Death at a Funeral,Comedy,tt1321509,2,2.3793103448275863,15500000.0,30000000.0,1.4647694343326356
3153,2010-11-05,For Colored Girls,21000000,37729698,2010,11,For Colored Girls2010,For Colored Girls,LGF,1.7966522857142857,Roger M. Bobb,For Colored Girls,Drama,tt1405500,2,2.3793103448275863,15500000.0,30000000.0,1.4647694343326356
3156,2017-08-04,Kidnap,21000000,30718107,2017,8,Kidnap2017,,,1.462767,Erik Howsam,Kidnap,"Crime,Drama,Thriller",tt1458169,2,2.3793103448275863,15500000.0,30000000.0,1.4647694343326356
3162,2011-12-09,Tinker Tailor Soldier Spy,21000000,24149393,2011,12,Tinker Tailor Soldier Spy2011,,,1.1499710952380953,Eric Fellner,Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller",tt1340800,2,2.3793103448275863,15500000.0,30000000.0,1.4647694343326356
3164,2017-09-22,Victoria and Abdul,21000000,22245070,2017,9,Victoria and Abdul2017,Victoria and Abdul,Focus,1.0592890476190475,,,,,2,2.3793103448275863,15500000.0,30000000.0,1.4647694343326356
3170,2011-05-06,The Beaver,21000000,970816,2011,5,The Beaver2011,The Beaver,Sum.,0.04622933333333333,Steve Golin,The Beaver,Drama,tt1321860,2,2.3793103448275863,15500000.0,30000000.0,1.4647694343326356
3173,2017-02-24,Bitter Harvest,21000000,557241,2017,2,Bitter Harvest2017,,,0.026535285714285713,Ian Ihnatowycz,Bitter Harvest,"Drama,Romance,War",tt3182620,2,2.3793103448275863,15500000.0,30000000.0,1.4647694343326356
3189,2016-12-09,La La Land,20000000,151101803,2016,12,La La Land2016,La La Land,LG/S,7.55509015,Fred Berger,La La Land,"Comedy,Drama,Music",tt3783958,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3193,2013-07-19,The Conjuring,20000000,137400141,2013,7,The Conjuring2013,The Conjuring,WB (NL),6.87000705,Peter Safran,The Conjuring,"Horror,Mystery,Thriller",tt1457767,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3197,2017-11-17,Wonder,20000000,132422809,2017,11,Wonder2017,Wonder,LGF,6.62114045,Todd Lieberman,Wonder,"Drama,Family",tt2543472,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
