,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,return,primary_name,primary_title,genres,movie_id,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
5197,2011-07-15,Snow Flower and the Secret Fan,6000000,1348205,2011,7,Snow Flower and the Secret Fan2011,Snow Flower and the Secret Fan,FoxS,0.22470083333333332,Wendi Murdoch,Snow Flower and the Secret Fan,"Drama,History",tt1541995,1,1.0816326530612246,5200000.0,15000000.0,1.6824283107364038
5198,2018-09-14,Mandy,6000000,1214525,2018,9,Mandy2018,Mandy,RLJ,0.20242083333333333,Daniel Noah,Mandy,"Action,Fantasy,Horror",tt6998518,1,1.0816326530612246,5200000.0,15000000.0,1.6824283107364038
5202,2011-04-29,Jūsan-nin no shikaku,6000000,802778,2011,4,JÃ»san-nin no shikaku2011,,,0.13379633333333332,,,,,1,1.0816326530612246,5200000.0,15000000.0,1.6824283107364038
5205,2011-03-25,The 5th Quarter,6000000,408159,2011,3,The 5th Quarter2011,,,0.0680265,,,,,1,1.0816326530612246,5200000.0,15000000.0,1.6824283107364038
5209,2011-03-04,Akmareul Boatda,6000000,129210,2011,3,Akmareul Boatda2011,,,0.021535,,,,,1,1.0816326530612246,5200000.0,15000000.0,1.6824283107364038
5211,2010-04-02,The Greatest,6000000,115862,2010,4,The Greatest2010,,,0.019310333333333332,,,,,1,1.0816326530612246,5200000.0,15000000.0,1.6824283107364038
5212,2012-12-07,Deadfall,6000000,66351,2012,12,Deadfall2012,,,0.0110585,Todd Wagner,Deadfall,"Crime,Drama,Thriller",tt1667310,1,1.0816326530612246,5200000.0,15000000.0,1.6824283107364038
5219,2015-01-23,Song One,6000000,32251,2015,1,Song One2015,Song One,TFA,0.005375166666666667,,,,,1,1.0816326530612246,5200000.0,15000000.0,1.6824283107364038
5221,2010-04-02,Don McKay,6000000,13722,2010,4,Don McKay2010,,,0.002287,,,,,1,1.0816326530612246,5200000.0,15000000.0,1.6824283107364038
5227,2011-03-18,Winter in Wartime,5800000,542860,2011,3,Winter in Wartime2011,Winter in Wartime,SPC,0.09359655172413793,,,,,1,1.0612244897959184,5200000.0,15000000.0,1.6824283107364038
5229,2012-10-05,Trade of Innocents,5800000,15091,2012,10,Trade of Innocents2012,,,0.002601896551724138,Laurie Bolthouse,Trade of Innocents,"Drama,Thriller",tt1772408,1,1.0612244897959184,5200000.0,15000000.0,1.6824283107364038
5234,2012-09-07,The Inbetweeners,5700000,35955,2012,9,The Inbetweeners2012,,,0.006307894736842105,,,,,1,1.0510204081632653,5200000.0,15000000.0,1.6824283107364038
5235,2010-07-16,Valhalla Rising,5700000,30638,2010,7,Valhalla Rising2010,,,0.005375087719298246,,,,,1,1.0510204081632653,5200000.0,15000000.0,1.6824283107364038
5239,2010-07-16,Standing Ovation,5600000,531806,2010,7,Standing Ovation2010,,,0.09496535714285714,Diane Kirman,Standing Ovation,Musical,tt1303803,1,1.0408163265306123,5200000.0,15000000.0,1.6824283107364038
5240,2012-12-07,Khiladi 786,5600000,385422,2012,12,Khiladi 7862012,Khiladi 786,Eros,0.06882535714285715,Twinkle Khanna,Khiladi 786,"Action,Comedy",tt2166214,1,1.0408163265306123,5200000.0,15000000.0,1.6824283107364038
5242,2010-07-09,[Rec] 2,5600000,27766,2010,7,[Rec] 22010,[Rec] 2,Magn.,0.004958214285714285,,,,,1,1.0408163265306123,5200000.0,15000000.0,1.6824283107364038
5247,2013-09-27,Don Jon,5500000,24477704,2013,9,Don Jon2013,Don Jon,Rela.,4.450491636363636,Ram Bergman,Don Jon,"Comedy,Drama,Romance",tt2229499,1,1.030612244897959,5200000.0,15000000.0,1.6824283107364038
5249,2018-09-28,Hell Fest,5500000,11107431,2018,9,Hell Fest2018,Hell Fest,LGF,2.019532909090909,,,,,1,1.030612244897959,5200000.0,15000000.0,1.6824283107364038
5257,2011-04-01,Haevnen,5500000,1008098,2011,4,Haevnen2011,,,0.18329054545454546,,,,,1,1.030612244897959,5200000.0,15000000.0,1.6824283107364038
5258,2011-10-21,Le Havre,5500000,611709,2011,10,Le Havre2011,Le Havre,Jan.,0.11121981818181818,,,,,1,1.030612244897959,5200000.0,15000000.0,1.6824283107364038
5260,2011-07-15,Salvation Boulevard,5500000,28468,2011,7,Salvation Boulevard2011,,,0.005176,Cathy Schulman,Salvation Boulevard,"Action,Comedy,Drama",tt1251743,1,1.030612244897959,5200000.0,15000000.0,1.6824283107364038
5263,2015-01-23,R100,5500000,24956,2015,1,R1002015,,,0.004537454545454545,,,,,1,1.030612244897959,5200000.0,15000000.0,1.6824283107364038
5266,2013-10-11,La Vie d'Adèle  -  Chapitres 1 & 2,5250000,2450504,2013,10,La Vie d'AdÃ¨le â Chapitres 1 & 22013,,,0.46676266666666666,,,,,1,1.0051020408163265,5200000.0,15000000.0,1.6824283107364038
5267,2012-04-27,Hodejegerne,5250000,1200010,2012,4,Hodejegerne2012,,,0.22857333333333332,,,,,1,1.0051020408163265,5200000.0,15000000.0,1.6824283107364038
5272,2011-04-22,Dum Maaro Dum,5200000,564489,2011,4,Dum Maaro Dum2011,Dum Maaro Dum,FoxS,0.10855557692307692,Ramesh Sippy,Dum Maaro Dum,"Action,Crime,Drama",tt1618430,1,1.0,5200000.0,15000000.0,1.6824283107364038
5275,2017-02-24,Get Out,5000000,176040665,2017,2,Get Out2017,Get Out,Uni.,35.208133,Jason Blum,Get Out,"Horror,Mystery,Thriller",tt5052448,0,1.0,9000.0,5000000.0,3.8545157007829083
5278,2017-01-20,Split,5000000,138141585,2017,1,Split2017,Split,Uni.,27.628317,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5279,2011-10-21,Paranormal Activity 3,5000000,104028807,2011,10,Paranormal Activity 32011,Paranormal Activity 3,Par.,20.8057614,Steven Schneider,Paranormal Activity 3,"Horror,Mystery,Thriller",tt1778304,0,1.0,9000.0,5000000.0,3.8545157007829083
5282,2013-09-13,Insidious Chapter 2,5000000,83586447,2013,9,Insidious Chapter 22013,Insidious Chapter 2,FD,16.7172894,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5283,2016-03-11,10 Cloverfield Lane,5000000,72082999,2016,3,10 Cloverfield Lane2016,10 Cloverfield Lane,Par.,14.4165998,Lindsey Weber,10 Cloverfield Lane,"Drama,Horror,Mystery",tt1179933,0,1.0,9000.0,5000000.0,3.8545157007829083
5285,2016-07-22,Lights Out,5000000,67268835,2016,7,Lights Out2016,Lights Out,WB (NL),13.453767,Lawrence Grey,Lights Out,"Drama,Horror,Mystery",tt4786282,0,1.0,9000.0,5000000.0,3.8545157007829083
5287,2015-09-11,The Visit,5000000,65206105,2015,9,The Visit2015,The Visit,Uni.,13.041221,Marc Bienstock,The Visit,"Horror,Mystery,Thriller",tt3567288,0,1.0,9000.0,5000000.0,3.8545157007829083
5290,2017-10-13,Happy Death Day,5000000,55683845,2017,10,Happy Death Day2017,Happy Death Day,Uni.,11.136769,Jason Blum,Happy Death Day,"Horror,Mystery,Thriller",tt5308322,0,1.0,9000.0,5000000.0,3.8545157007829083
5291,2012-10-19,Paranormal Activity 4,5000000,53900335,2012,10,Paranormal Activity 42012,Paranormal Activity 4,Par.,10.780067,Jason Blum,Paranormal Activity 4,"Horror,Mystery,Thriller",tt2109184,0,1.0,9000.0,5000000.0,3.8545157007829083
5292,2014-10-24,Ouija,5000000,50856010,2014,10,Ouija2014,Ouija,Uni.,10.171202,Brad Fuller,Ouija,"Horror,Mystery,Thriller",tt1204977,0,1.0,9000.0,5000000.0,3.8545157007829083
5297,2013-08-30,No se Aceptan Devoluciones,5000000,44467206,2013,8,No se Aceptan Devoluciones2013,,,8.8934412,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5298,2015-08-07,The Gift,5000000,43787265,2015,8,The Gift2015,,,8.757453,Jason Blum,The Gift,"Drama,Mystery,Thriller",tt4178092,0,1.0,9000.0,5000000.0,3.8545157007829083
5300,2017-06-23,The Big Sick,5000000,42872467,2017,6,The Big Sick2017,The Big Sick,LGF,8.5744934,Judd Apatow,The Big Sick,"Comedy,Drama,Romance",tt5462602,0,1.0,9000.0,5000000.0,3.8545157007829083
5307,2014-01-03,Paranormal Activity: The Marked Ones,5000000,32462372,2014,1,Paranormal Activity: The Marked Ones2014,Paranormal Activity: The Marked Ones,Par.,6.4924744,Jason Blum,Paranormal Activity: The Marked Ones,"Horror,Mystery,Thriller",tt2473682,0,1.0,9000.0,5000000.0,3.8545157007829083
5309,2014-04-11,Oculus,5000000,27695246,2014,4,Oculus2014,Oculus,Rela.,5.5390492,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5310,2013-11-01,Dallas Buyers Club,5000000,27298285,2013,11,Dallas Buyers Club2013,Dallas Buyers Club,Focus,5.459657,Robbie Brenner,Dallas Buyers Club,"Biography,Drama",tt0790636,0,1.0,9000.0,5000000.0,3.8545157007829083
5312,2015-08-26,No Escape,5000000,27288872,2015,8,No Escape2015,No Escape,Wein.,5.4577744,David Lancaster,No Escape,"Action,Thriller",tt1781922,0,1.0,9000.0,5000000.0,3.8545157007829083
5315,2015-02-27,The Lazarus Effect,5000000,25801570,2015,2,The Lazarus Effect2015,The Lazarus Effect,Rela.,5.160314,Jimmy Miller,The Lazarus Effect,"Horror,Mystery,Sci-Fi",tt2918436,0,1.0,9000.0,5000000.0,3.8545157007829083
5319,2011-08-26,Our Idiot Brother,5000000,24814830,2011,8,Our Idiot Brother2011,Our Idiot Brother,Wein.,4.962966,Marc Turtletaub,Our Idiot Brother,"Comedy,Drama",tt1637706,0,1.0,9000.0,5000000.0,3.8545157007829083
5322,2018-03-09,The Strangers: Prey at Night,5000000,24431472,2018,3,The Strangers: Prey at Night2018,,,4.8862944,Robert Jones,The Strangers: Prey at Night,Horror,tt1285009,0,1.0,9000.0,5000000.0,3.8545157007829083
5328,2013-07-05,The Way Way Back,5000000,21502690,2013,7,The Way Way Back2013,,,4.300538,Tom Rice,The Way Way Back,"Comedy,Drama",tt1727388,0,1.0,9000.0,5000000.0,3.8545157007829083
5330,2014-08-29,"As Above, So Below",5000000,21222315,2014,8,"As Above, So Below2014",,,4.244463,Patrick Aiello,"As Above, So Below","Adventure,Horror,Mystery",tt2870612,0,1.0,9000.0,5000000.0,3.8545157007829083
5333,2016-04-01,God's Not Dead 2,5000000,20773069,2016,4,Godâs Not Dead 22016,,,4.1546138,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5338,2016-02-19,Race,5000000,19115191,2016,2,Race2016,,,3.8230382,Kate Garwood,Race,"Biography,Drama,Sport",tt3499096,0,1.0,9000.0,5000000.0,3.8545157007829083
5342,2015-01-16,Still Alice,5000000,18656400,2015,1,Still Alice2015,Still Alice,SPC,3.73128,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5344,2011-09-02,Apollo 18,5000000,17686929,2011,9,Apollo 182011,Apollo 18,W/Dim.,3.5373858,Timur Bekmambetov,Apollo 18,"Horror,Mystery,Sci-Fi",tt1772240,0,1.0,9000.0,5000000.0,3.8545157007829083
5346,2018-03-23,"Paul, Apostle of Christ",5000000,17547999,2018,3,"Paul, Apostle of Christ2018","Paul, Apostle of Christ",Affirm,3.5095998,David Zelon,"Paul, Apostle of Christ","Adventure,Biography,Drama",tt7388562,0,1.0,9000.0,5000000.0,3.8545157007829083
5347,2014-10-10,Addicted,5000000,17390770,2014,10,Addicted2014,Addicted,LGF,3.478154,Paul Hall,Addicted,"Drama,Thriller",tt2205401,0,1.0,9000.0,5000000.0,3.8545157007829083
5355,2013-03-15,Spring Breakers,5000000,14124286,2013,3,Spring Breakers2013,Spring Breakers,A24,2.8248572,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5356,2017-06-09,It Comes at Night,5000000,13985117,2017,6,It Comes at Night2017,,,2.7970234,David Kaplan,It Comes at Night,"Horror,Mystery",tt4695012,0,1.0,9000.0,5000000.0,3.8545157007829083
5361,2016-07-15,Hillary's America: The Secret History of the Democratic Party,5000000,13099931,2016,7,Hillaryâs America: The Secret History of the Democratic Party2016,,,2.6199862,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5365,2017-03-03,Before I Fall,5000000,12241072,2017,3,Before I Fall2017,Before I Fall,ORF,2.4482144,Jon Shestack,Before I Fall,"Drama,Fantasy,Mystery",tt1691916,0,1.0,9000.0,5000000.0,3.8545157007829083
5370,2016-01-29,Fifty Shades of Black,5000000,11686940,2016,1,Fifty Shades of Black2016,Fifty Shades of Black,ORF,2.337388,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5375,2014-05-09,Moms' Night Out,5000000,10429707,2014,5,Momsâ Night Out2014,,,2.0859414,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5376,2017-03-17,The Belko Experiment,5000000,10166820,2017,3,The Belko Experiment2017,,,2.033364,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5377,2016-03-11,The Perfect Match,5000000,9669521,2016,3,The Perfect Match2016,The Perfect Match,LGF,1.9339042,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5384,2018-09-21,Fahrenheit 11/9,5000000,6352306,2018,9,Fahrenheit 11/92018,,,1.2704612,Carl Deal,Fahrenheit 11/9,Documentary,tt8632862,0,1.0,9000.0,5000000.0,3.8545157007829083
5387,2010-05-28,Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,2010,5,Sea Rex 3D: Journey to a Prehistoric World2010,Sea Rex 3D: Journey to a Prehistoric World,3D,1.2193164,Francois Mantello,Sea Rex 3D: Journey to a Prehistoric World,Documentary,tt1529567,0,1.0,9000.0,5000000.0,3.8545157007829083
5395,2015-09-11,90 Minutes in Heaven,5000000,4816142,2015,9,90 Minutes in Heaven2015,,,0.9632284,Rick Jackson,90 Minutes in Heaven,Drama,tt4337690,0,1.0,9000.0,5000000.0,3.8545157007829083
5398,2016-12-02,Incarnate,5000000,4799774,2016,12,Incarnate2016,Incarnate,BH Tilt,0.9599548,Jason Blum,Incarnate,"Horror,Thriller",tt3216348,0,1.0,9000.0,5000000.0,3.8545157007829083
5404,2011-02-25,Des Hommes et Des Dieux,5000000,3954651,2011,2,Des Hommes et Des Dieux2011,,,0.7909302,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5406,2017-03-03,Table 19,5000000,3614896,2017,3,Table 192017,Table 19,FoxS,0.7229792,Shawn Levy,Table 19,"Comedy,Drama,Romance",tt1412528,0,1.0,9000.0,5000000.0,3.8545157007829083
5409,2016-04-15,Green Room,5000000,3220371,2016,4,Green Room2016,Green Room,A24,0.6440742,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5410,2018-03-09,Thoroughbreds,5000000,3072605,2018,3,Thoroughbreds2018,,,0.614521,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5412,2016-03-04,The Other Side of the Door,5000000,3000342,2016,3,The Other Side of the Door2016,The Other Side of the Door,Fox,0.6000684,Rory Aitken,The Other Side of the Door,Horror,tt3702652,0,1.0,9000.0,5000000.0,3.8545157007829083
5415,2011-05-13,Everything Must Go,5000000,2712131,2011,5,Everything Must Go2011,Everything Must Go,RAtt.,0.5424262,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5416,2014-10-10,Kill the Messenger,5000000,2450846,2014,10,Kill the Messenger2014,Kill the Messenger,Focus,0.4901692,Scott Stuber,Kill the Messenger,"Biography,Crime,Drama",tt1216491,0,1.0,9000.0,5000000.0,3.8545157007829083
5418,2010-12-17,Rabbit Hole,5000000,2229058,2010,12,Rabbit Hole2010,Rabbit Hole,LGF,0.4458116,Dean Vanech,Rabbit Hole,Drama,tt0935075,0,1.0,9000.0,5000000.0,3.8545157007829083
5422,2015-10-23,Jem and the Holograms,5000000,2184640,2015,10,Jem and the Holograms2015,Jem and the Holograms,Uni.,0.436928,Stephen Davis,Jem and the Holograms,"Adventure,Drama,Family",tt3614530,0,1.0,9000.0,5000000.0,3.8545157007829083
5425,2016-12-28,Paterson,5000000,2141423,2016,12,Paterson2016,Paterson,BST,0.4282846,Joshua Astrachan,Paterson,"Comedy,Drama,Romance",tt5247022,0,1.0,9000.0,5000000.0,3.8545157007829083
5432,2014-09-12,Atlas Shrugged: Who Is John Galt?,5000000,851690,2014,9,Atlas Shrugged: Who Is John Galt?2014,,,0.170338,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5436,2013-08-16,Ain't Them Bodies Saints,5000000,391611,2013,8,Ain't Them Bodies Saints2013,Ain't Them Bodies Saints,IFC,0.0783222,Lars Knudsen,Ain't Them Bodies Saints,"Crime,Drama,Romance",tt2388637,0,1.0,9000.0,5000000.0,3.8545157007829083
5442,2014-09-26,Jimi: All is By My Side,5000000,340911,2014,9,Jimi: All is By My Side2014,,,0.0681822,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5445,2011-09-30,Tucker & Dale vs. Evil,5000000,223838,2011,9,Tucker & Dale vs. Evil2011,,,0.0447676,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5447,2015-08-07,Cop Car,5000000,134552,2015,8,Cop Car2015,,,0.0269104,Alicia Van Couvering,Cop Car,"Crime,Thriller",tt3813310,0,1.0,9000.0,5000000.0,3.8545157007829083
5451,2010-09-10,"Lovely, Still",5000000,127564,2010,9,"Lovely, Still2010","Lovely, Still",Mont.,0.0255128,,,,,0,1.0,9000.0,5000000.0,3.8545157007829083
5457,2014-10-17,Rudderless,5000000,56001,2014,10,Rudderless2014,Rudderless,Gold.,0.0112002,Jeff Rice,Rudderless,"Comedy,Drama,Music",tt1798243,0,1.0,9000.0,5000000.0,3.8545157007829083
5462,2015-05-15,Area 51,5000000,7556,2015,5,Area 512015,,,0.0015112,Jason Blum,Area 51,"Horror,Sci-Fi,Thriller",tt1519461,0,1.0,9000.0,5000000.0,3.8545157007829083
5464,2015-01-23,Mommy,4900000,3498695,2015,1,Mommy2015,,,0.714019387755102,,,,,0,0.9799639350831497,9000.0,5000000.0,3.8545157007829083
5466,2010-08-20,Soul Kitchen,4900000,276901,2010,8,Soul Kitchen2010,Soul Kitchen,IFC,0.05651040816326531,,,,,0,0.9799639350831497,9000.0,5000000.0,3.8545157007829083
5467,2012-08-17,The Awakening,4900000,95933,2012,8,The Awakening2012,,,0.019578163265306123,,,,,0,0.9799639350831497,9000.0,5000000.0,3.8545157007829083
5471,2013-07-19,Only God Forgives,4800000,775849,2013,7,Only God Forgives2013,Only God Forgives,RTWC,0.16163520833333334,Lene Børglum,Only God Forgives,"Crime,Drama",tt1602613,0,0.9599278701662993,9000.0,5000000.0,3.8545157007829083
5474,2011-09-30,Take Shelter,4750000,1728953,2011,9,Take Shelter2011,Take Shelter,SPC,0.3639901052631579,Tyler Davidson,Take Shelter,"Drama,Horror,Thriller",tt1675192,0,0.9499098377078742,9000.0,5000000.0,3.8545157007829083
5482,2012-09-14,Barfi,4600000,2804874,2012,9,Barfi2012,,,0.6097552173913043,,,,,0,0.9198557403325986,9000.0,5000000.0,3.8545157007829083
5485,2011-06-24,Le nom des gens,4600000,514237,2011,6,Le nom des gens2011,,,0.11179065217391304,,,,,0,0.9198557403325986,9000.0,5000000.0,3.8545157007829083
5496,2016-03-25,The Lobster,4500000,9196278,2016,3,The Lobster2016,,,2.043617333333333,,,,,0,0.8998196754157484,9000.0,5000000.0,3.8545157007829083
5504,2011-09-02,Salvando al Soldado Perez,4500000,1400726,2011,9,Salvando al Soldado Perez2011,,,0.31127244444444446,,,,,0,0.8998196754157484,9000.0,5000000.0,3.8545157007829083
