,,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,primary_name,primary_title,genres,movie_id,return,percent_return,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
LowProducer,2174,2016-03-04,Whiskey Tango Foxtrot,35000000,23083334,2016,3,Whiskey Tango Foxtrot2016,Whiskey Tango Foxtrot,Par.,Lorne Michaels,Whiskey Tango Foxtrot,"Biography,Comedy,Drama",tt3553442,-11916666,0.6595238285714285,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2177,2015-08-21,Hitman: Agent 47,35000000,22467450,2015,8,Hitman: Agent 472015,Hitman: Agent 47,Fox,Adrian Askarieh,Hitman: Agent 47,"Action,Adventure,Crime",tt2679042,-12532550,0.6419271428571428,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2179,2012-08-24,Premium Rush,35000000,20275446,2012,8,Premium Rush2012,Premium Rush,Sony,Gavin Polone,Premium Rush,"Action,Crime,Thriller",tt1547234,-14724554,0.5792984571428571,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2180,2013-01-18,Broken City,35000000,19701164,2013,1,Broken City2013,Broken City,Fox,Arnon Milchan,Broken City,"Crime,Drama,Thriller",tt1235522,-15298836,0.5628904,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2189,2010-04-30,Furry Vengeance,35000000,17630465,2010,4,Furry Vengeance2010,Furry Vengeance,Sum.,Keith Goldberg,Furry Vengeance,"Comedy,Family",tt0492389,-17369535,0.5037275714285714,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2191,2013-01-25,Parker,35000000,17616641,2013,1,Parker2013,Parker,FD,Sidney Kimmel,Parker,"Action,Crime,Thriller",tt1904996,-17383359,0.5033326,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2199,2011-05-27,The Tree of Life,35000000,13305665,2011,5,The Tree of Life2011,The Tree of Life,FoxS,Dede Gardner,The Tree of Life,"Drama,Fantasy",tt0478304,-21694335,0.38016185714285716,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2207,2014-03-28,Sabotage,35000000,10508518,2014,3,Sabotage2014,,,Ethan Smith,Sabotage,"Action,Crime,Drama",tt1742334,-24491482,0.30024337142857144,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2213,2015-03-06,Unfinished Business,35000000,10219501,2015,3,Unfinished Business2015,Unfinished Business,Fox,Arnon Milchan,Unfinished Business,"Comedy,Drama",tt2358925,-24780499,0.29198574285714285,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2217,2015-09-30,The Walk,35000000,10161183,2015,9,The Walk2015,The Walk,TriS,Jack Rapke,The Walk,"Adventure,Biography,Drama",tt3488710,-24838817,0.2903195142857143,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2220,2013-11-29,Mandela: Long Walk to Freedom,35000000,8323085,2013,11,Mandela: Long Walk to Freedom2013,Mandela: Long Walk to Freedom,Wein.,Anant Singh,Mandela: Long Walk to Freedom,"Biography,Drama,History",tt2304771,-26676915,0.23780242857142858,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2224,2016-03-11,The Brothers Grimsby,35000000,6864016,2016,3,The Brothers Grimsby2016,The Brothers Grimsby,Sony,Todd Schulman,The Brothers Grimsby,"Action,Adventure,Comedy",tt3381008,-28135984,0.19611474285714287,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2234,2016-04-22,A Hologram for the King,35000000,4212494,2016,4,A Hologram for the King2016,A Hologram for the King,RAtt.,Tim O'Hair,A Hologram for the King,"Comedy,Drama,Romance",tt2980210,-30787506,0.12035697142857144,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2243,2012-09-14,Stolen,35000000,289773,2012,9,Stolen2012,,,Jesse Kennedy,Stolen,"Action,Crime,Thriller",tt1656186,-34710227,0.00827922857142857,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2247,2011-10-14,Trespass,35000000,16816,2011,10,Trespass2011,,,René Besson,Trespass,"Crime,Drama,Thriller",tt1674784,-34983184,0.00048045714285714283,3,3.1176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,2250,2011-12-25,The Darkest Hour,34800000,21443494,2011,12,The Darkest Hour2011,The Darkest Hour,Sum.,Tom Jacobson,The Darkest Hour,"Action,Adventure,Horror",tt1093357,-13356506,0.6161923563218391,3,3.111764705882353,31000000.0,65000000.0,11378705.229850747
LowProducer,2255,2014-09-19,The Maze Runner,34000000,102427862,2014,9,The Maze Runner2014,The Maze Runner,Fox,Marty Bowen,The Maze Runner,"Action,Mystery,Sci-Fi",tt1790864,68427862,3.0125841764705883,3,3.088235294117647,31000000.0,65000000.0,11378705.229850747
LowProducer,2256,2015-04-10,The Longest Ride,34000000,37446117,2015,4,The Longest Ride2015,The Longest Ride,Fox,Theresa Park,The Longest Ride,"Drama,Romance",tt2726560,3446117,1.101356382352941,3,3.088235294117647,31000000.0,65000000.0,11378705.229850747
LowProducer,2261,2018-08-03,The Darkest Minds,34000000,12695691,2018,8,The Darkest Minds2018,The Darkest Minds,Fox,Dan Levine,The Darkest Minds,"Action,Adventure,Drama",tt4073790,-21304309,0.3734026764705882,3,3.088235294117647,31000000.0,65000000.0,11378705.229850747
LowProducer,2271,2016-07-08,Mike and Dave Need Wedding Dates,33000000,46009673,2016,7,Mike and Dave Need Wedding Dates2016,Mike and Dave Need Wedding Dates,Fox,Jenno Topping,Mike and Dave Need Wedding Dates,"Adventure,Comedy,Romance",tt2823054,13009673,1.3942325151515151,3,3.0588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,2274,2012-07-27,Step Up Revolution,33000000,35074677,2012,7,Step Up Revolution2012,Step Up Revolution,LG/S,Garrett Grant,Step Up Revolution,"Drama,Music,Romance",tt1800741,2074677,1.062869,3,3.0588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,2280,2012-04-27,Safe,33000000,17142080,2012,4,Safe2012,,,Lawrence Bender,Safe,"Action,Crime,Thriller",tt1656190,-15857920,0.5194569696969698,3,3.0588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,2286,2015-10-30,Freaks of Nature,33000000,70958,2015,10,Freaks of Nature2015,,,Matt Tolmach,Freaks of Nature,"Comedy,Horror,Sci-Fi",tt1817771,-32929042,0.0021502424242424243,3,3.0588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,2292,2013-04-26,The Big Wedding,32500000,21819348,2013,4,The Big Wedding2013,The Big Wedding,LGF,Richard Salvatore,The Big Wedding,"Comedy,Drama,Romance",tt1931435,-10680652,0.6713645538461539,3,3.0441176470588234,31000000.0,65000000.0,11378705.229850747
LowProducer,2304,2011-04-01,Source Code,32000000,54712227,2011,4,Source Code2011,Source Code,Sum.,Mark Gordon,Source Code,"Action,Drama,Sci-Fi",tt0945513,22712227,1.70975709375,3,3.0294117647058822,31000000.0,65000000.0,11378705.229850747
LowProducer,2309,2018-04-20,I Feel Pretty,32000000,48795601,2018,4,I Feel Pretty2018,I Feel Pretty,STX,Dominic Rustam,I Feel Pretty,"Comedy,Romance",tt6791096,16795601,1.52486253125,3,3.0294117647058822,31000000.0,65000000.0,11378705.229850747
LowProducer,2314,2011-02-18,"Big Mommas: Like Father, Like Son",32000000,37915414,2011,2,"Big Mommas: Like Father, Like Son2011","Big Mommas: Like Father, Like Son",Fox,Michael Green,"Big Mommas: Like Father, Like Son","Action,Comedy,Crime",tt1464174,5915414,1.1848566875,3,3.0294117647058822,31000000.0,65000000.0,11378705.229850747
LowProducer,2321,2013-03-15,The Incredible Burt Wonderstone,32000000,22537881,2013,3,The Incredible Burt Wonderstone2013,The Incredible Burt Wonderstone,WB (NL),Chris Bender,The Incredible Burt Wonderstone,"Adventure,Comedy,Fantasy",tt0790628,-9462119,0.70430878125,3,3.0294117647058822,31000000.0,65000000.0,11378705.229850747
LowProducer,2324,2018-10-12,Bad Times at the El Royale,32000000,17839115,2018,10,Bad Times at the El Royale2018,,,Jeremy Latcham,Bad Times at the El Royale,"Crime,Drama,Mystery",tt6628394,-14160885,0.55747234375,3,3.0294117647058822,31000000.0,65000000.0,11378705.229850747
LowProducer,2325,2010-09-03,Going the Distance,32000000,17804299,2010,9,Going the Distance2010,Going the Distance,WB (NL),Jennifer Gibgot,Going the Distance,"Comedy,Romance",tt1322312,-14195701,0.55638434375,3,3.0294117647058822,31000000.0,65000000.0,11378705.229850747
LowProducer,2336,2016-04-15,Criminal,31500000,14708696,2016,4,Criminal2016,,,Mark Gill,Criminal,"Action,Crime,Drama",tt3014866,-16791304,0.46694273015873017,3,3.014705882352941,31000000.0,65000000.0,11378705.229850747
LowProducer,2339,2013-04-12,42,31000000,95020213,2013,4,422013,,,Thomas Tull,42,"Biography,Drama,Sport",tt0453562,64020213,3.0651681612903228,3,3.0,31000000.0,65000000.0,11378705.229850747
LowProducer,2340,2012-11-02,Flight,31000000,93772375,2012,11,Flight2012,Flight,Par.,Steve Starkey,Flight,"Drama,Thriller",tt1907668,62772375,3.0249153225806453,3,3.0,31000000.0,65000000.0,11378705.229850747
LowProducer,2350,2015-07-29,Vacation,31000000,58884188,2015,7,Vacation2015,Vacation,WB (NL),Chris Bender,Vacation,"Adventure,Comedy",tt1524930,27884188,1.899489935483871,3,3.0,31000000.0,65000000.0,11378705.229850747
LowProducer,2356,2010-01-22,Extraordinary Measures,31000000,12482741,2010,1,Extraordinary Measures2010,Extraordinary Measures,CBS,Stacey Sher,Extraordinary Measures,Drama,tt1244659,-18517259,0.40266906451612905,3,3.0,31000000.0,65000000.0,11378705.229850747
LowProducer,2363,2018-08-15,Crazy Rich Asians,30000000,174532921,2018,8,Crazy Rich Asians2018,Crazy Rich Asians,WB,John Penotti,Crazy Rich Asians,"Comedy,Romance",tt3104988,144532921,5.817764033333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2368,2012-02-10,The Vow,30000000,125014030,2012,2,The Vow2012,The Vow,SGem,Gary Barber,The Vow,"Drama,Romance",tt1606389,95014030,4.167134333333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2371,2013-08-16,Lee Daniels' The Butler,30000000,116632095,2013,8,Lee Daniels' The Butler2013,Lee Daniels' The Butler,Wein.,Pamela Oas Williams,Lee Daniels' The Butler,"Biography,Drama",tt1327773,86632095,3.8877365,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2385,2015-12-18,Sisters,30000000,87044645,2015,12,Sisters2015,Sisters,Uni.,John S. Lyons,Sisters,Comedy,tt1850457,57044645,2.9014881666666668,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2399,2012-09-28,Looper,30000000,66486205,2012,9,Looper2012,Looper,TriS,Ram Bergman,Looper,"Action,Crime,Drama",tt1276104,36486205,2.216206833333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2401,2013-02-01,Warm Bodies,30000000,66380662,2013,2,Warm Bodies2013,Warm Bodies,LG/S,David Hoberman,Warm Bodies,"Comedy,Horror,Romance",tt1588173,36380662,2.212688733333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2405,2014-01-17,The Nut Job,30000000,64251538,2014,1,The Nut Job2014,The Nut Job,ORF,Graham Moloy,The Nut Job,"Adventure,Animation,Comedy",tt1821658,34251538,2.141717933333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2409,2012-08-08,Hope Springs,30000000,63536011,2012,8,Hope Springs2012,Hope Springs,Sony,Todd Black,Hope Springs,"Comedy,Drama,Romance",tt1535438,33536011,2.1178670333333334,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2418,2011-05-20,Midnight in Paris,30000000,56816662,2011,5,Midnight in Paris2011,Midnight in Paris,SPC,Letty Aronson,Midnight in Paris,"Comedy,Fantasy,Romance",tt1605783,26816662,1.8938887333333334,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2421,2017-11-22,Darkest Hour,30000000,56443120,2017,11,Darkest Hour2017,Darkest Hour,Focus,Douglas Urbanski,Darkest Hour,"Biography,Drama,History",tt4555426,26443120,1.8814373333333334,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2428,2018-05-11,Life of the Party,30000000,53059911,2018,5,Life of the Party2018,Life of the Party,WB (NL),Chris Henchy,Life of the Party,Comedy,tt5619332,23059911,1.7686637,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2429,2010-05-14,Letters to Juliet,30000000,53032453,2010,5,Letters to Juliet2010,Letters to Juliet,Sum.,Caroline Kaplan,Letters to Juliet,"Adventure,Comedy,Drama",tt0892318,23032453,1.7677484333333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2434,2015-07-24,Southpaw,30000000,52421953,2015,7,Southpaw2015,Southpaw,Wein.,Peter Riche,Southpaw,"Drama,Sport",tt1798684,22421953,1.7473984333333332,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2439,2017-07-28,Atomic Blonde,30000000,51573925,2017,7,Atomic Blonde2017,Atomic Blonde,Focus,Eric Gitter,Atomic Blonde,"Action,Mystery,Thriller",tt2406566,21573925,1.7191308333333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2446,2015-09-18,Sicario,30000000,46889293,2015,9,Sicario2015,Sicario,LGF,Edward L. McDonnell,Sicario,"Action,Crime,Drama",tt3397884,16889293,1.5629764333333334,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2452,2018-01-19,Den of Thieves,30000000,44947622,2018,1,Den of Thieves2018,Den of Thieves,STX,Mark Canton,Den of Thieves,"Action,Crime,Drama",tt1259528,14947622,1.4982540666666666,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2455,2012-04-13,The Three Stooges,30000000,44338224,2012,4,The Three Stooges2012,The Three Stooges,Fox,Bradley Thomas,The Three Stooges,"Comedy,Family",tt0383010,14338224,1.4779408,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2458,2014-10-24,John Wick,30000000,43037835,2014,10,John Wick2014,John Wick,LG/S,Mike Witherill,John Wick,"Action,Crime,Thriller",tt2911666,13037835,1.4345945,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2462,2015-04-24,The Age of Adaline,30000000,42629776,2015,4,The Age of Adaline2015,The Age of Adaline,LGF,Tom Rosenberg,The Age of Adaline,"Drama,Fantasy,Romance",tt1655441,12629776,1.4209925333333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2465,2010-08-06,Step Up 3D,30000000,42400223,2010,8,Step Up 3D2010,,,Jennifer Gibgot,Step Up 3D,"Drama,Music,Romance",tt1193631,12400223,1.4133407666666666,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2471,2011-04-08,Hanna,30000000,40259119,2011,4,Hanna2011,Hanna,Focus,Scott Nemes,Hanna,"Action,Drama,Thriller",tt0993842,10259119,1.3419706333333334,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2481,2013-09-13,The Family,30000000,36918811,2013,9,The Family2013,,,Virginie Besson-Silla,The Family,"Comedy,Crime,Thriller",tt2404311,6918811,1.2306270333333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2484,2018-02-09,The 15:17 to Paris,30000000,36276286,2018,2,The 15:17 to Paris2018,The 15:17 to Paris,WB,Kristina Rivera,The 15:17 to Paris,"Biography,Drama,Thriller",tt6802308,6276286,1.2092095333333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2488,2011-07-01,Larry Crowne,30000000,35608245,2011,7,Larry Crowne2011,Larry Crowne,Uni.,Gary Goetzman,Larry Crowne,"Comedy,Drama,Romance",tt1583420,5608245,1.1869415,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2489,2013-10-18,Carrie,30000000,35266619,2013,10,Carrie2013,,,Kevin Misher,Carrie,"Drama,Horror",tt1939659,5266619,1.1755539666666666,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2491,2018-03-02,Death Wish,30000000,34017028,2018,3,Death Wish2018,,,Roger Birnbaum,Death Wish,"Action,Crime,Drama",tt1137450,4017028,1.1339009333333334,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2493,2015-06-03,Entourage,30000000,32363404,2015,6,Entourage2015,Entourage,WB,Stephen Levinson,Entourage,Comedy,tt1674771,2363404,1.0787801333333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2499,2014-07-02,Deliver Us from Evil,30000000,30577122,2014,7,Deliver Us from Evil2014,,,Jerry Bruckheimer,Deliver Us from Evil,"Horror,Mystery,Thriller",tt2377322,577122,1.0192374,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2500,2014-08-01,Get on Up,30000000,30569935,2014,8,Get on Up2014,,,Erica Huggins,Get on Up,"Biography,Drama,Music",tt2473602,569935,1.0189978333333334,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2509,2018-09-14,White Boy Rick,30000000,24004833,2018,9,White Boy Rick2018,White Boy Rick,Studio 8,Scott Franklin,White Boy Rick,"Crime,Drama",tt4537896,-5995167,0.8001611,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2517,2010-11-19,The Next Three Days,30000000,21148651,2010,11,The Next Three Days2010,The Next Three Days,LGF,Michael Nozik,The Next Three Days,"Action,Crime,Drama",tt1458175,-8851349,0.7049550333333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2520,2018-01-12,Proud Mary,30000000,20868638,2018,1,Proud Mary2018,Proud Mary,SGem,Mark Anthony Little,Proud Mary,"Action,Crime,Drama",tt6421110,-9131362,0.6956212666666667,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2524,2013-10-04,Runner Runner,30000000,19316646,2013,10,Runner Runner2013,Runner Runner,Fox,Arnon Milchan,Runner Runner,"Crime,Thriller",tt2364841,-10683354,0.6438882,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2534,2015-10-09,Steve Jobs,30000000,17766658,2015,10,Steve Jobs2015,Steve Jobs,Uni.,Mark Gordon,Steve Jobs,"Biography,Drama",tt2080374,-12233342,0.5922219333333333,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2564,2018-08-31,Kin,30000000,5718096,2018,8,Kin2018,Kin,LGF,David Gross,Kin,"Action,Drama,Sci-Fi",tt6017942,-24281904,0.1906032,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2568,2017-09-22,Stronger,30000000,4211129,2017,9,Stronger2017,Stronger,RAtt.,Todd Lieberman,Stronger,"Biography,Drama",tt3881784,-25788871,0.14037096666666668,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2578,2011-09-23,Machine Gun Preacher,30000000,538690,2011,9,Machine Gun Preacher2011,Machine Gun Preacher,Rela.,Gary Safady,Machine Gun Preacher,"Action,Biography,Crime",tt1586752,-29461310,0.017956333333333335,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2587,2015-01-30,Wild Card,30000000,3200,2015,1,Wild Card2015,,,Steven Chasman,Wild Card,"Action,Crime,Drama",tt2231253,-29996800,0.00010666666666666667,2,3.0,15500000.0,30000000.0,10323029.703812316
LowProducer,2590,2015-05-15,Pitch Perfect 2,29000000,184296230,2015,5,Pitch Perfect 22015,Pitch Perfect 2,Uni.,Paul Brooks,Pitch Perfect 2,"Comedy,Music",tt2848292,155296230,6.355042413793104,2,2.9310344827586206,15500000.0,30000000.0,10323029.703812316
LowProducer,2594,2016-04-08,The Boss,29000000,63077560,2016,4,The Boss2016,The Boss,Uni.,Will Ferrell,The Boss,Comedy,tt2702724,34077560,2.175088275862069,2,2.9310344827586206,15500000.0,30000000.0,10323029.703812316
LowProducer,2600,2017-08-18,Logan Lucky,29000000,27778642,2017,8,Logan Lucky2017,Logan Lucky,BST,Reid Carolin,Logan Lucky,"Comedy,Crime,Drama",tt5439796,-1221358,0.9578842068965517,2,2.9310344827586206,15500000.0,30000000.0,10323029.703812316
LowProducer,2603,2016-08-12,Florence Foster Jenkins,29000000,27383770,2016,8,Florence Foster Jenkins2016,Florence Foster Jenkins,Par.,Michael Kuhn,Florence Foster Jenkins,"Biography,Comedy,Drama",tt4136084,-1616230,0.9442679310344828,2,2.9310344827586206,15500000.0,30000000.0,10323029.703812316
LowProducer,2616,2015-08-14,Straight Outta Compton,28000000,161197785,2015,8,Straight Outta Compton2015,Straight Outta Compton,Uni.,Matt Alvarez,Straight Outta Compton,"Biography,Drama,History",tt1398426,133197785,5.75706375,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2621,2017-11-01,A Bad Moms Christmas,28000000,72110659,2017,11,A Bad Moms Christmas2017,A Bad Moms Christmas,STX,Suzanne Todd,A Bad Moms Christmas,"Adventure,Comedy",tt6359956,44110659,2.5753806785714284,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2624,2015-12-11,The Big Short,28000000,70259870,2015,12,The Big Short2015,The Big Short,Par.,Arnon Milchan,The Big Short,"Biography,Comedy,Drama",tt1596363,42259870,2.5092810714285716,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2628,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,2014,10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day2014","Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,Shawn Levy,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family",tt1698641,38954149,2.3912196071428573,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2632,2013-01-28,Last Vegas,28000000,63914167,2013,1,Last Vegas2013,Last Vegas,CBS,Amy Baer,Last Vegas,"Comedy,Drama",tt1204975,35914167,2.2826488214285714,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2642,2010-04-16,Kick-Ass,28000000,48071303,2010,4,Kick-Ass2010,Kick-Ass,LGF,Tarquin Pack,Kick-Ass,"Action,Comedy",tt1250777,20071303,1.71683225,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2649,2011-08-12,30 Minutes or Less,28000000,37053924,2011,8,30 Minutes or Less2011,30 Minutes or Less,Sony,Ben Stiller,30 Minutes or Less,"Action,Comedy,Crime",tt1622547,9053924,1.3233544285714285,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2657,2013-08-16,Kick-Ass 2,28000000,28795985,2013,8,Kick-Ass 22013,Kick-Ass 2,Uni.,Brad Pitt,Kick-Ass 2,"Action,Comedy,Crime",tt1650554,795985,1.0284280357142856,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2661,2014-09-19,A Walk Among the Tombstones,28000000,26017685,2014,9,A Walk Among the Tombstones2014,A Walk Among the Tombstones,Uni.,Michael Shamberg,A Walk Among the Tombstones,"Action,Crime,Drama",tt0365907,-1982315,0.9292030357142858,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2665,2010-01-15,The Spy Next Door,28000000,24307106,2010,1,The Spy Next Door2010,The Spy Next Door,LGF,Robert Simonds,The Spy Next Door,"Action,Comedy,Family",tt1273678,-3692894,0.8681109285714286,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2666,2014-04-25,Brick Mansions,28000000,20396829,2014,4,Brick Mansions2014,Brick Mansions,Rela.,Jonathan Vanger,Brick Mansions,"Action,Crime",tt1430612,-7603171,0.7284581785714286,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2670,2015-08-21,American Ultra,28000000,14439985,2015,8,American Ultra2015,American Ultra,LGF,Britton Rizzio,American Ultra,"Action,Comedy,Sci-Fi",tt3316948,-13560015,0.51571375,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2675,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,2016,2,Pride and Prejudice and Zombies2016,Pride and Prejudice and Zombies,SGem,Brian Oliver,Pride and Prejudice and Zombies,"Action,Comedy,Horror",tt1374989,-17092709,0.38954610714285715,2,2.862068965517241,15500000.0,30000000.0,10323029.703812316
LowProducer,2688,2012-01-13,Joyful Noise,27500000,30932113,2012,1,Joyful Noise2012,Joyful Noise,WB,Catherine Paura,Joyful Noise,"Comedy,Drama,Music",tt1710396,3432113,1.124804109090909,2,2.8275862068965516,15500000.0,30000000.0,10323029.703812316
LowProducer,2696,2011-10-28,Anonymous,27500000,4463292,2011,10,Anonymous2011,Anonymous,Sony,Larry Franco,Anonymous,"Drama,Thriller",tt1521197,-23036708,0.1623015272727273,2,2.8275862068965516,15500000.0,30000000.0,10323029.703812316
LowProducer,2706,2016-05-13,Money Monster,27000000,41012075,2016,5,Money Monster2016,Money Monster,TriS,Daniel Dubiecki,Money Monster,"Crime,Drama,Thriller",tt2241351,14012075,1.5189657407407406,2,2.793103448275862,15500000.0,30000000.0,10323029.703812316
LowProducer,2741,2013-04-26,Pain & Gain,26000000,49875291,2013,4,Pain & Gain2013,,,Donald De Line,Pain & Gain,"Action,Comedy,Crime",tt1980209,23875291,1.918280423076923,2,2.7241379310344827,15500000.0,30000000.0,10323029.703812316
LowProducer,2746,2010-01-22,Legion,26000000,40168080,2010,1,Legion2010,,,David Lancaster,Legion,"Action,Fantasy,Horror",tt1038686,14168080,1.5449261538461538,2,2.7241379310344827,15500000.0,30000000.0,10323029.703812316
LowProducer,2748,2012-08-29,Lawless,26000000,37397291,2012,8,Lawless2012,Lawless,Wein.,Lucy Fisher,Lawless,"Crime,Drama",tt1212450,11397291,1.4383573461538461,2,2.7241379310344827,15500000.0,30000000.0,10323029.703812316
LowProducer,2754,2014-10-17,The Best of Me,26000000,26766213,2014,10,The Best of Me2014,The Best of Me,Rela.,Denise Di Novi,The Best of Me,"Drama,Romance",tt1972779,766213,1.0294697307692309,2,2.7241379310344827,15500000.0,30000000.0,10323029.703812316
LowProducer,2758,2012-04-27,The Raven,26000000,16008272,2012,4,The Raven2012,The Raven,Rela.,Aaron Ryder,The Raven,"Crime,Mystery,Thriller",tt1486192,-9991728,0.6157027692307693,2,2.7241379310344827,15500000.0,30000000.0,10323029.703812316
LowProducer,2765,2013-10-18,The Fifth Estate,26000000,3254172,2013,10,The Fifth Estate2013,The Fifth Estate,BV,Steve Golin,The Fifth Estate,"Biography,Drama,Thriller",tt1837703,-22745828,0.12516046153846153,2,2.7241379310344827,15500000.0,30000000.0,10323029.703812316
LowProducer,2775,2011-08-10,The Help,25000000,169705587,2011,8,The Help2011,The Help,BV,Michael Barnathan,The Help,Drama,tt1454029,144705587,6.78822348,2,2.655172413793103,15500000.0,30000000.0,10323029.703812316
LowProducer,2778,2016-12-25,Hidden Figures,25000000,169607287,2016,12,Hidden Figures2016,Hidden Figures,Fox,Jenno Topping,Hidden Figures,"Biography,Drama,History",tt4846340,144607287,6.78429148,2,2.655172413793103,15500000.0,30000000.0,10323029.703812316
LowProducer,2783,2014-01-17,Ride Along,25000000,134202565,2014,1,Ride Along2014,Ride Along,Uni.,Matt Alvarez,Ride Along,"Action,Comedy,Crime",tt1408253,109202565,5.3681026,2,2.655172413793103,15500000.0,30000000.0,10323029.703812316
LowProducer,2803,2011-01-21,No Strings Attached,25000000,70662220,2011,1,No Strings Attached2011,No Strings Attached,Par.,Jeffrey Clifford,No Strings Attached,"Comedy,Romance",tt1411238,45662220,2.8264888,2,2.655172413793103,15500000.0,30000000.0,10323029.703812316
