,,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,primary_name,primary_title,genres,movie_id,return,percent_return,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
LowProducer,1087,2011-09-09,Contagion,60000000,75658097,2011,9,Contagion2011,Contagion,WB,Gregory Jacobs,Contagion,"Action,Drama,Thriller",tt1598778,15658097,1.2609682833333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1103,2016-10-21,Jack Reacher: Never Go Back,60000000,58697076,2016,10,Jack Reacher: Never Go Back2016,Jack Reacher: Never Go Back,Par.,Christopher McQuarrie,Jack Reacher: Never Go Back,"Action,Thriller",tt3393786,-1302924,0.9782846,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1107,2015-12-25,Joy,60000000,56451232,2015,12,Joy2015,Joy,Fox,Ken Mok,Joy,Drama,tt2446980,-3548768,0.9408538666666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1111,2012-08-17,ParaNorman,60000000,56003051,2012,8,ParaNorman2012,ParaNorman,Focus,Travis Knight,ParaNorman,"Adventure,Animation,Comedy",tt1623288,-3996949,0.9333841833333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1118,2017-08-04,The Dark Tower,60000000,50701325,2017,8,The Dark Tower2017,The Dark Tower,Sony,Ron Howard,The Dark Tower,"Action,Adventure,Fantasy",tt1648190,-9298675,0.8450220833333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1120,2014-01-17,Jack Ryan: Shadow Recruit,60000000,50577412,2014,1,Jack Ryan: Shadow Recruit2014,Jack Ryan: Shadow Recruit,Par.,Mace Neufeld,Jack Ryan: Shadow Recruit,"Action,Drama,Thriller",tt1205537,-9422588,0.8429568666666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1125,2018-12-25,Vice,60000000,47836282,2018,12,Vice2018,Vice,Annapurna,Brad Pitt,Vice,"Biography,Comedy,Drama",tt6266538,-12163718,0.7972713666666666,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1133,2013-01-11,Gangster Squad,60000000,46000903,2013,1,Gangster Squad2013,Gangster Squad,WB,Michael Tadross,Gangster Squad,"Action,Crime,Drama",tt1321870,-13999097,0.7666817166666666,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1136,2017-04-07,Smurfs: The Lost Village,60000000,45020282,2017,4,Smurfs: The Lost Village2017,Smurfs: The Lost Village,Sony,Jordan Kerner,Smurfs: The Lost Village,"Adventure,Animation,Comedy",tt2398241,-14979718,0.7503380333333334,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1138,2018-10-12,First Man,60000000,44936545,2018,10,First Man2018,First Man,Uni.,Isaac Klausner,First Man,"Biography,Drama,History",tt1213641,-15063455,0.7489424166666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1142,2010-01-29,Edge of Darkness,60000000,43313890,2010,1,Edge of Darkness2010,Edge of Darkness,WB,Graham King,Edge of Darkness,"Crime,Drama,Mystery",tt1226273,-16686110,0.7218981666666666,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1153,2012-09-21,Trouble with the Curve,60000000,35763137,2012,9,Trouble with the Curve2012,Trouble with the Curve,WB,Michele Weisler,Trouble with the Curve,"Drama,Sport",tt2083383,-24236863,0.5960522833333334,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1163,2013-08-21,The Mortal Instruments: City of Bones,60000000,31165421,2013,8,The Mortal Instruments: City of Bones2013,The Mortal Instruments: City of Bones,SGem,Don Carmody,The Mortal Instruments: City of Bones,"Action,Fantasy,Horror",tt1538403,-28834579,0.5194236833333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1167,2011-05-13,Priest,60000000,29136626,2011,5,Priest2011,Priest,SGem,Mitchell Peck,Priest,"Action,Adventure,Fantasy",tt0822847,-30863374,0.4856104333333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1188,2015-01-23,Mortdecai,60000000,7696134,2015,1,Mortdecai2015,Mortdecai,LGF,Patrick McCormick,Mortdecai,"Action,Comedy,Crime",tt3045616,-52303866,0.1282689,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1198,2016-02-12,Deadpool,58000000,363070709,2016,2,Deadpool2016,Deadpool,Fox,Simon Kinberg,Deadpool,"Action,Adventure,Comedy",tt1431045,305070709,6.259839810344827,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
LowProducer,1200,2014-12-25,American Sniper,58000000,350126372,2014,12,American Sniper2014,American Sniper,WB,Andrew Lazar,American Sniper,"Action,Biography,Drama",tt2179136,292126372,6.036661586206897,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
LowProducer,1201,2015-10-16,Goosebumps,58000000,80069458,2015,10,Goosebumps2015,Goosebumps,Sony,Deborah Forte,Goosebumps,"Adventure,Comedy,Family",tt1051904,22069458,1.3805078965517241,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
LowProducer,1204,2012-01-20,Red Tails,58000000,49876377,2012,1,Red Tails2012,Red Tails,Fox,Rick McCallum,Red Tails,"Action,Adventure,Drama",tt0485985,-8123623,0.8599375344827587,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
LowProducer,1210,2017-03-24,Life,58000000,30234022,2017,3,Life2017,,,Dana Goldberg,Life,"Horror,Sci-Fi,Thriller",tt5442430,-27765978,0.5212762413793104,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
LowProducer,1216,2010-09-10,Resident Evil: Afterlife,57500000,60128566,2010,9,Resident Evil: Afterlife2010,Resident Evil: Afterlife,SGem,Robert Kulzer,Resident Evil: Afterlife,"Action,Adventure,Horror",tt1220634,2628566,1.0457141913043477,3,3.7794117647058822,31000000.0,65000000.0,11378705.229850747
LowProducer,1221,2012-06-15,That's My Boy,57500000,36931089,2012,6,That's My Boy2012,That's My Boy,Sony,Allen Covert,That's My Boy,Comedy,tt1232200,-20568911,0.6422798086956522,3,3.7794117647058822,31000000.0,65000000.0,11378705.229850747
LowProducer,1229,2014-12-25,Into the Woods,56200000,128002372,2014,12,Into the Woods2014,Into the Woods,BV,John DeLuca,Into the Woods,"Adventure,Comedy,Drama",tt2180411,71802372,2.277622277580071,3,3.7411764705882353,31000000.0,65000000.0,11378705.229850747
LowProducer,1238,2018-11-02,Bohemian Rhapsody,55000000,216303339,2018,11,Bohemian Rhapsody2018,Bohemian Rhapsody,Fox,Jim Beach,Bohemian Rhapsody,"Biography,Drama,Music",tt1727824,161303339,3.9327879818181817,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1246,2017-02-10,Fifty Shades Darker,55000000,114434010,2017,2,Fifty Shades Darker2017,Fifty Shades Darker,Uni.,Marcus Viscidi,Fifty Shades Darker,"Drama,Romance",tt4465564,59434010,2.0806183636363635,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1253,2017-11-10,Murder on the Orient Express,55000000,102826543,2017,11,Murder on the Orient Express2017,,,Michael Schaefer,Murder on the Orient Express,"Crime,Drama,Mystery",tt3402236,47826543,1.8695735090909091,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1257,2014-09-26,The Equalizer,55000000,101530738,2014,9,The Equalizer2014,The Equalizer,Sony,Jason Blumenthal,The Equalizer,"Action,Crime,Thriller",tt0455944,46530738,1.8460134181818182,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1259,2018-02-09,Fifty Shades Freed,55000000,100407760,2018,2,Fifty Shades Freed2018,Fifty Shades Freed,Uni.,Marcus Viscidi,Fifty Shades Freed,"Drama,Romance,Thriller",tt4477536,45407760,1.8255956363636363,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1284,2014-03-21,Muppets Most Wanted,55000000,51178893,2014,3,Muppets Most Wanted2014,Muppets Most Wanted,BV,David Hoberman,Muppets Most Wanted,"Adventure,Comedy,Crime",tt2281587,-3821107,0.9305253272727273,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1287,2016-08-19,Kubo and the Two Strings,55000000,48023088,2016,8,Kubo and the Two Strings2016,Kubo and the Two Strings,Focus,Arianne Sutner,Kubo and the Two Strings,"Action,Adventure,Animation",tt4302938,-6976912,0.8731470545454545,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1289,2010-11-24,Burlesque,55000000,39440655,2010,11,Burlesque2010,Burlesque,SGem,Donald De Line,Burlesque,"Drama,Music,Musical",tt1126591,-15559345,0.7171028181818182,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1293,2012-07-27,The Watch,55000000,34353000,2012,7,The Watch2012,The Watch,Fox,Shawn Levy,The Watch,"Action,Comedy,Horror",tt1298649,-20647000,0.6246,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1302,2015-10-16,Crimson Peak,55000000,31090320,2015,10,Crimson Peak2015,Crimson Peak,Uni.,Callum Greene,Crimson Peak,"Drama,Fantasy,Horror",tt2554274,-23909680,0.5652785454545455,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1305,2012-04-27,The Pirates! Band of Misfits,55000000,31051126,2012,4,The Pirates! Band of Misfits2012,The Pirates! Band of Misfits,Sony,Julie Lockhart,The Pirates! Band of Misfits,"Adventure,Animation,Comedy",tt1430626,-23948874,0.5645659272727273,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1331,2015-09-18,Black Mass,53000000,62575678,2015,9,Black Mass2015,Black Mass,WB,John Lesher,Black Mass,"Biography,Crime,Drama",tt1355683,9575678,1.1806731698113206,3,3.6470588235294117,31000000.0,65000000.0,11378705.229850747
LowProducer,1338,2012-12-19,Zero Dark Thirty,52500000,95720716,2012,12,Zero Dark Thirty2012,Zero Dark Thirty,Sony,Megan Ellison,Zero Dark Thirty,"Drama,Thriller",tt1790885,43220716,1.8232517333333333,3,3.6323529411764706,31000000.0,65000000.0,11378705.229850747
LowProducer,1342,2010-02-12,Valentine's Day,52000000,110485654,2010,2,Valentine's Day2010,Valentine's Day,WB (NL),Wayne Allan Rice,Valentine's Day,"Comedy,Romance",tt0817230,58485654,2.1247241153846153,3,3.6176470588235294,31000000.0,65000000.0,11378705.229850747
LowProducer,1352,2018-08-17,Alpha,51000000,35851379,2018,8,Alpha2018,Alpha,Studio 8,Andrew Rona,Alpha,"Adventure,Drama,Family",tt4244998,-15148621,0.7029682156862745,3,3.588235294117647,31000000.0,65000000.0,11378705.229850747
LowProducer,1354,2011-03-04,The Adjustment Bureau,50200000,62495645,2011,3,The Adjustment Bureau2011,The Adjustment Bureau,Uni.,Bill Carraro,The Adjustment Bureau,"Romance,Sci-Fi,Thriller",tt1385826,12295645,1.2449331673306774,3,3.564705882352941,31000000.0,65000000.0,11378705.229850747
LowProducer,1359,2012-06-29,Ted,50000000,218665740,2012,6,Ted2012,Ted,Uni.,Jason Clark,Ted,"Comedy,Fantasy",tt1637725,168665740,4.3733148,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1372,2011-06-10,Super 8,50000000,127004179,2011,6,Super 82011,Super 8,Par.,Bryan Burk,Super 8,"Mystery,Sci-Fi,Thriller",tt1650062,77004179,2.54008358,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1376,2018-11-21,Creed II,50000000,115715889,2018,11,Creed II2018,Creed II,MGM,William Chartoff,Creed II,"Drama,Sport",tt6343314,65715889,2.31431778,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1377,2018-02-09,Peter Rabbit,50000000,115234093,2018,2,Peter Rabbit2018,Peter Rabbit,Sony,Zareh Nalbandian,Peter Rabbit,"Adventure,Animation,Comedy",tt5117670,65234093,2.30468186,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1380,2018-12-14,The Mule,50000000,103804407,2018,12,The Mule2018,The Mule,WB,Kristina Rivera,The Mule,"Crime,Drama,Thriller",tt7959026,53804407,2.07608814,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1385,2014-02-28,Non-Stop,50000000,91742160,2014,2,Non-Stop2014,Non-Stop,Uni.,Andrew Rona,Non-Stop,"Action,Mystery,Thriller",tt2024469,41742160,1.8348432,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1391,2017-07-28,The Emoji Movie,50000000,86089513,2017,7,The Emoji Movie2017,The Emoji Movie,Sony,Michelle Raimo,The Emoji Movie,"Adventure,Animation,Comedy",tt4877122,36089513,1.72179026,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1393,2017-12-22,The Post,50000000,81903458,2017,12,The Post2017,The Post,Fox,Kristie Macosko Krieger,The Post,"Biography,Drama,History",tt6294822,31903458,1.63806916,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1399,2011-12-23,We Bought a Zoo,50000000,75624550,2011,12,We Bought a Zoo2011,We Bought a Zoo,Fox,Julie Yorn,We Bought a Zoo,"Comedy,Drama,Family",tt1389137,25624550,1.512491,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1412,2012-04-06,American Reunion,50000000,56758835,2012,4,American Reunion2012,American Reunion,Uni.,Warren Zide,American Reunion,Comedy,tt1605630,6758835,1.1351767,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1415,2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,2013,1,Hansel & Gretel: Witch Hunters2013,,,Adam McKay,Hansel & Gretel: Witch Hunters,"Action,Fantasy,Horror",tt1428538,5703475,1.1140695,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1422,2017-09-29,American Made,50000000,51342000,2017,9,American Made2017,American Made,Uni.,Brian Oliver,American Made,"Action,Biography,Comedy",tt3532216,1342000,1.02684,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1428,2014-10-17,The Book of Life,50000000,50151543,2014,10,The Book of Life2014,,,Carina Schulze,The Book of Life,"Adventure,Animation,Comedy",tt2262227,151543,1.00303086,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1437,2014-10-10,The Judge,50000000,47119388,2014,10,The Judge2014,The Judge,WB,Susan Downey,The Judge,"Crime,Drama",tt1872194,-2880612,0.94238776,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1442,2016-08-19,War Dogs,50000000,43034523,2016,8,War Dogs2016,War Dogs,WB,Mark Gordon,War Dogs,"Comedy,Crime,Drama",tt2005151,-6965477,0.86069046,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1454,2016-05-20,The Nice Guys,50000000,36261763,2016,5,The Nice Guys2016,The Nice Guys,WB,Joel Silver,The Nice Guys,"Action,Comedy,Crime",tt3799694,-13738237,0.72523526,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1457,2010-06-04,Marmaduke,50000000,33644788,2010,6,Marmaduke2010,Marmaduke,Fox,John Davis,Marmaduke,"Comedy,Family",tt1392197,-16355212,0.67289576,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1459,2010-10-15,Hereafter,50000000,32746941,2010,10,Hereafter2010,Hereafter,WB,Kathleen Kennedy,Hereafter,"Drama,Fantasy,Romance",tt1212419,-17253059,0.65493882,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1463,2016-02-12,Zoolander 2,50000000,28848693,2016,2,Zoolander 22016,Zoolander 2,Par.,Jeff Mann,Zoolander 2,Comedy,tt1608290,-21151307,0.57697386,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1468,2013-03-29,The Host,50000000,26623701,2013,3,The Host2013,,,Paula Mae Schwartz,The Host,"Action,Adventure,Drama",tt1517260,-23376299,0.53247402,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1472,2015-03-13,Run All Night,50000000,26461644,2015,3,Run All Night2015,Run All Night,WB,Roy Lee,Run All Night,"Action,Drama,Thriller",tt2199571,-23538356,0.52923288,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1485,2016-09-16,Snowden,50000000,21587519,2016,9,Snowden2016,Snowden,ORF,Eric Kopeloff,Snowden,"Biography,Drama,Thriller",tt3774114,-28412481,0.43175038,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1487,2011-09-30,Dream House,50000000,21302340,2011,9,Dream House2011,Dream House,Uni.,James G. Robinson,Dream House,"Drama,Mystery,Thriller",tt1462041,-28697660,0.4260468,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1491,2016-06-24,Free State of Jones,50000000,20810036,2016,6,Free State of Jones2016,Free State of Jones,STX,Jon Kilik,Free State of Jones,"Action,Biography,Drama",tt1124037,-29189964,0.41620072,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1496,2013-02-14,Beautiful Creatures,50000000,19452138,2013,2,Beautiful Creatures2013,,,Molly Smith,Beautiful Creatures,"Drama,Fantasy,Romance",tt1559547,-30547862,0.38904276,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1504,2011-02-25,Drive Angry,50000000,10721033,2011,2,Drive Angry2011,Drive Angry,Sum.,René Besson,Drive Angry,"Action,Fantasy,Thriller",tt1502404,-39278967,0.21442066,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1513,2018-02-16,Early Man,50000000,8267544,2018,2,Early Man2018,Early Man,LGF,Carla Shelley,Early Man,"Adventure,Animation,Comedy",tt4701724,-41732456,0.16535088,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1519,2015-04-17,Child 44,50000000,1224330,2015,4,Child 442015,Child 44,LG/S,Ridley Scott,Child 44,"Crime,Drama,History",tt1014763,-48775670,0.0244866,3,3.5588235294117645,31000000.0,65000000.0,11378705.229850747
LowProducer,1525,2015-03-06,Chappie,49000000,31569268,2015,3,Chappie2015,Chappie,Sony,Simon Kinberg,Chappie,"Action,Crime,Drama",tt1823672,-17430732,0.6442707755102041,3,3.5294117647058822,31000000.0,65000000.0,11378705.229850747
LowProducer,1527,2012-11-16,Anna Karenina,49000000,12816367,2012,11,Anna Karenina2012,Anna Karenina,Focus,Paul Webster,Anna Karenina,"Drama,Romance",tt1781769,-36183633,0.2615585102040816,3,3.5294117647058822,31000000.0,65000000.0,11378705.229850747
LowProducer,1536,2018-11-16,Instant Family,48000000,67363237,2018,11,Instant Family2018,Instant Family,Par.,Marc D. Evans,Instant Family,"Comedy,Drama",tt7401588,19363237,1.4034007708333334,3,3.5,31000000.0,65000000.0,11378705.229850747
LowProducer,1549,2016-07-13,The Infiltrator,47500000,15436808,2016,7,The Infiltrator2016,The Infiltrator,BG,Don Sikorski,The Infiltrator,"Biography,Crime,Drama",tt1355631,-32063192,0.3249854315789474,3,3.485294117647059,31000000.0,65000000.0,11378705.229850747
LowProducer,1553,2016-11-11,Arrival,47000000,100546139,2016,11,Arrival2016,Arrival,Par.,David Linde,Arrival,"Drama,Mystery,Sci-Fi",tt2543164,53546139,2.139279553191489,3,3.4705882352941178,31000000.0,65000000.0,11378705.229850747
LowProducer,1563,2016-12-23,Silence,46500000,7100177,2016,12,Silence2016,,,Randall Emmett,Silence,"Adventure,Drama,History",tt0490215,-39399823,0.15269197849462365,3,3.4558823529411766,31000000.0,65000000.0,11378705.229850747
LowProducer,1571,2013-09-20,Prisoners,46000000,61002302,2013,9,Prisoners2013,Prisoners,WB,Andrew A. Kosove,Prisoners,"Crime,Drama,Mystery",tt1392214,15002302,1.326137,3,3.4411764705882355,31000000.0,65000000.0,11378705.229850747
LowProducer,1584,2017-12-22,Pitch Perfect 3,45000000,104897530,2017,12,Pitch Perfect 32017,Pitch Perfect 3,Uni.,Paul Brooks,Pitch Perfect 3,"Comedy,Music",tt4765284,59897530,2.331056222222222,3,3.411764705882353,31000000.0,65000000.0,11378705.229850747
LowProducer,1591,2011-11-23,The Muppets,45000000,88625922,2011,11,The Muppets2011,The Muppets,BV,David Hoberman,The Muppets,"Adventure,Comedy,Family",tt1204342,43625922,1.9694649333333334,3,3.411764705882353,31000000.0,65000000.0,11378705.229850747
LowProducer,1596,2016-10-07,The Girl on the Train,45000000,75395035,2016,10,The Girl on the Train2016,,,Jared LeBoff,The Girl on the Train,"Crime,Drama,Mystery",tt3631112,30395035,1.6754452222222223,3,3.411764705882353,31000000.0,65000000.0,11378705.229850747
